age,workclass,education-num,occupation,hours-per-week,salary
25,Private,7,Other-service,99,<=50K
28,Private,5,Handlers-cleaners,24,<=50K
20,Private,10,Craft-repair,40,<=50K
33,Private,11,Sales,40,<=50K
38,State-gov,9,Other-service,40,<=50K
31,Private,9,Sales,25,<=50K
40,Private,14,Prof-specialty,45,>50K
43,Private,10,Exec-managerial,55,>50K
38,Private,14,Exec-managerial,60,>50K
19,Private,10,Exec-managerial,30,<=50K
56,Private,12,Other-service,50,<=50K
38,Private,14,Exec-managerial,45,>50K
22,Private,9,Priv-house-serv,40,<=50K
18,State-gov,9,Other-service,25,<=50K
68,Private,10,Other-service,20,<=50K
35,Private,11,Transport-moving,50,<=50K
42,Private,4,Other-service,48,<=50K
32,Private,6,Craft-repair,40,<=50K
43,Federal-gov,10,Prof-specialty,40,>50K
30,Private,6,Machine-op-inspct,40,<=50K
62,Private,10,Tech-support,24,<=50K
38,Private,11,Machine-op-inspct,40,<=50K
27,Private,9,Handlers-cleaners,40,<=50K
28,Private,16,Prof-specialty,60,>50K
26,Private,11,Other-service,40,<=50K
21,Private,10,Machine-op-inspct,20,<=50K
19,Private,9,Other-service,40,<=50K
20,Private,10,Adm-clerical,30,<=50K
25,State-gov,13,Protective-serv,40,<=50K
36,Private,11,Adm-clerical,42,>50K
23,Private,13,Craft-repair,40,<=50K
24,Private,13,Adm-clerical,50,<=50K
23,Private,9,Other-service,40,<=50K
24,Private,13,Prof-specialty,20,<=50K
24,Private,9,Machine-op-inspct,40,<=50K
30,Private,9,Exec-managerial,62,<=50K
26,Private,13,Sales,45,<=50K
36,Private,10,Exec-managerial,33,<=50K
45,Private,9,Other-service,40,<=50K
31,Private,12,Sales,45,<=50K
34,Private,9,Adm-clerical,48,<=50K
42,Private,11,Prof-specialty,40,<=50K
27,State-gov,15,Prof-specialty,70,<=50K
40,Private,10,Sales,40,<=50K
53,Federal-gov,10,Adm-clerical,40,>50K
54,Private,9,Sales,50,>50K
30,State-gov,13,Prof-specialty,35,<=50K
59,Private,9,Transport-moving,45,>50K
23,Private,9,Adm-clerical,40,<=50K
28,Private,13,Other-service,15,<=50K
20,Private,9,Handlers-cleaners,40,<=50K
22,Private,10,Sales,20,<=50K
44,Private,10,Machine-op-inspct,40,<=50K
40,Private,8,Craft-repair,40,<=50K
37,Private,11,Tech-support,37,>50K
39,Private,9,Machine-op-inspct,50,<=50K
49,Private,10,Sales,40,>50K
27,Private,5,Machine-op-inspct,37,<=50K
50,Private,9,Adm-clerical,40,<=50K
39,Private,13,Prof-specialty,40,>50K
41,Private,9,Sales,40,<=50K
55,Private,13,Protective-serv,40,>50K
53,Private,2,Other-service,35,<=50K
53,Local-gov,14,Prof-specialty,50,<=50K
31,Private,14,Exec-managerial,70,>50K
21,Private,9,Craft-repair,40,<=50K
30,Private,9,Machine-op-inspct,40,<=50K
53,Private,14,Exec-managerial,60,>50K
47,Private,10,Craft-repair,47,<=50K
60,Private,13,Exec-managerial,40,>50K
59,Private,5,Machine-op-inspct,40,<=50K
37,Private,13,Exec-managerial,48,>50K
47,Federal-gov,13,Craft-repair,40,<=50K
49,Private,5,Craft-repair,40,<=50K
73,Local-gov,10,Prof-specialty,11,<=50K
58,Private,9,Other-service,20,<=50K
35,Private,10,Handlers-cleaners,40,<=50K
24,State-gov,10,Prof-specialty,50,<=50K
62,Private,9,Adm-clerical,38,<=50K
58,Private,9,Adm-clerical,40,<=50K
51,Private,10,Adm-clerical,40,>50K
21,Private,9,Sales,40,<=50K
30,Private,13,Craft-repair,40,<=50K
27,Private,11,Prof-specialty,36,<=50K
25,Private,13,Tech-support,40,>50K
31,Private,9,Craft-repair,45,<=50K
31,Private,9,Other-service,34,<=50K
44,Private,10,Craft-repair,50,>50K
30,Private,12,Sales,40,<=50K
29,Private,9,Transport-moving,40,<=50K
36,Private,7,Transport-moving,40,<=50K
59,Local-gov,10,Protective-serv,40,>50K
55,Private,10,Adm-clerical,45,<=50K
22,Private,12,Adm-clerical,20,<=50K
42,Private,9,Machine-op-inspct,40,<=50K
36,Private,12,Sales,40,<=50K
32,Private,13,Prof-specialty,40,>50K
44,Private,4,Craft-repair,40,<=50K
25,Private,7,Handlers-cleaners,40,<=50K
31,Private,9,Transport-moving,50,<=50K
33,Private,9,Other-service,40,<=50K
49,Private,9,Transport-moving,44,<=50K
30,Private,9,Adm-clerical,44,<=50K
54,Private,9,Exec-managerial,45,<=50K
39,Private,10,Transport-moving,40,<=50K
24,Private,10,Machine-op-inspct,40,<=50K
21,Private,9,Adm-clerical,44,<=50K
23,Private,5,Other-service,30,<=50K
54,Private,9,Adm-clerical,42,<=50K
23,Private,14,Sales,20,<=50K
39,Private,9,Machine-op-inspct,40,<=50K
23,Private,10,Prof-specialty,25,<=50K
41,Private,10,Machine-op-inspct,40,>50K
32,Private,7,Other-service,40,<=50K
57,Private,9,Craft-repair,40,<=50K
18,Private,9,Adm-clerical,30,<=50K
60,State-gov,16,Prof-specialty,60,>50K
21,Private,10,Machine-op-inspct,40,<=50K
53,Private,10,Adm-clerical,22,<=50K
38,Private,13,Exec-managerial,55,>50K
21,Private,10,Handlers-cleaners,40,<=50K
53,Private,16,Exec-managerial,55,>50K
24,Private,9,Craft-repair,40,<=50K
36,Federal-gov,12,Other-service,40,<=50K
29,Private,14,Exec-managerial,60,<=50K
23,Private,10,Sales,40,<=50K
44,Private,10,Exec-managerial,50,<=50K
32,Local-gov,14,Prof-specialty,48,<=50K
25,Private,13,Exec-managerial,50,<=50K
18,Private,9,Other-service,30,<=50K
57,Private,10,Craft-repair,45,<=50K
62,Private,13,Exec-managerial,50,>50K
29,Private,13,Handlers-cleaners,40,<=50K
19,Private,9,Other-service,40,<=50K
52,Private,13,Prof-specialty,50,>50K
28,Private,6,Machine-op-inspct,40,<=50K
38,Private,9,Other-service,40,<=50K
42,Private,10,Sales,40,<=50K
41,Private,13,Prof-specialty,40,<=50K
23,Private,13,Prof-specialty,38,<=50K
31,Private,14,Sales,76,>50K
31,Private,3,Machine-op-inspct,45,<=50K
46,Private,14,Prof-specialty,40,>50K
18,Private,7,Sales,20,<=50K
25,Private,11,Adm-clerical,38,<=50K
32,Private,14,Exec-managerial,40,>50K
27,Private,5,Farming-fishing,40,<=50K
46,Federal-gov,13,Prof-specialty,45,>50K
43,State-gov,9,Craft-repair,40,<=50K
19,Private,9,Craft-repair,40,<=50K
20,Federal-gov,9,Adm-clerical,40,<=50K
42,Private,10,Machine-op-inspct,45,<=50K
90,Private,9,Transport-moving,99,<=50K
25,Private,7,Machine-op-inspct,35,<=50K
27,Private,9,Other-service,40,<=50K
48,Private,9,Transport-moving,44,<=50K
48,Federal-gov,10,Adm-clerical,40,<=50K
27,Private,9,Craft-repair,48,<=50K
46,Private,13,Tech-support,38,<=50K
32,Private,3,Other-service,40,<=50K
22,Private,11,Tech-support,40,<=50K
24,Private,13,Prof-specialty,40,>50K
31,Private,9,Craft-repair,65,<=50K
20,Private,10,Prof-specialty,18,<=50K
39,Private,9,Machine-op-inspct,40,>50K
54,Local-gov,9,Transport-moving,40,<=50K
59,Local-gov,10,Protective-serv,42,<=50K
17,Private,7,Sales,18,<=50K
49,Local-gov,9,Protective-serv,40,>50K
39,Private,9,Craft-repair,40,<=50K
67,Private,10,Prof-specialty,16,<=50K
28,Private,9,Other-service,40,<=50K
35,Private,5,Machine-op-inspct,40,<=50K
44,Private,9,Adm-clerical,48,>50K
51,Private,14,Prof-specialty,47,>50K
55,Private,13,Farming-fishing,40,<=50K
45,Local-gov,9,Protective-serv,78,>50K
32,Private,9,Craft-repair,48,<=50K
45,Private,10,Exec-managerial,40,<=50K
45,Private,14,Exec-managerial,60,>50K
35,Private,13,Sales,40,>50K
55,Local-gov,9,Transport-moving,44,<=50K
59,Private,10,Craft-repair,40,>50K
22,Private,9,Adm-clerical,55,<=50K
46,Local-gov,14,Exec-managerial,35,<=50K
23,Private,9,Farming-fishing,40,<=50K
47,Private,13,Exec-managerial,45,>50K
34,Private,9,Craft-repair,30,<=50K
51,Private,7,Transport-moving,40,<=50K
40,Private,11,Sales,50,<=50K
24,State-gov,10,Adm-clerical,12,<=50K
20,Private,10,Farming-fishing,72,<=50K
44,Private,10,Transport-moving,50,<=50K
26,Private,9,Craft-repair,40,<=50K
35,Local-gov,9,Adm-clerical,38,<=50K
23,Private,10,Machine-op-inspct,40,<=50K
40,Private,9,Craft-repair,50,<=50K
49,Local-gov,9,Protective-serv,40,<=50K
32,Private,9,Machine-op-inspct,45,<=50K
28,Private,11,Prof-specialty,40,<=50K
51,Private,14,Exec-managerial,60,>50K
62,Private,11,Exec-managerial,50,>50K
31,Private,10,Machine-op-inspct,40,<=50K
47,Local-gov,12,Protective-serv,40,>50K
36,Private,11,Tech-support,3,<=50K
44,State-gov,9,Craft-repair,40,<=50K
46,Private,13,Exec-managerial,40,>50K
32,Private,9,Craft-repair,40,<=50K
48,Private,13,Exec-managerial,45,>50K
28,Private,13,Machine-op-inspct,40,<=50K
33,Private,11,Sales,40,<=50K
42,Private,9,Machine-op-inspct,15,<=50K
17,Private,6,Other-service,40,<=50K
35,Private,10,Machine-op-inspct,40,<=50K
20,Private,9,Handlers-cleaners,40,<=50K
36,Private,9,Exec-managerial,40,<=50K
24,Private,10,Sales,24,<=50K
33,Private,10,Transport-moving,50,>50K
36,Private,10,Adm-clerical,40,<=50K
31,Private,13,Exec-managerial,40,<=50K
29,Private,12,Sales,40,<=50K
47,Private,13,Sales,60,>50K
30,Private,16,Prof-specialty,75,>50K
34,Private,9,Farming-fishing,50,<=50K
23,Private,9,Machine-op-inspct,40,<=50K
33,Private,11,Adm-clerical,40,<=50K
59,Private,6,Machine-op-inspct,40,<=50K
26,Private,9,Machine-op-inspct,40,<=50K
27,Private,9,Machine-op-inspct,40,<=50K
20,Private,9,Prof-specialty,36,<=50K
24,Private,13,Adm-clerical,39,<=50K
44,Federal-gov,11,Tech-support,40,<=50K
31,Private,9,Craft-repair,40,>50K
28,Private,15,Prof-specialty,60,<=50K
19,Private,9,Other-service,20,<=50K
20,Private,9,Adm-clerical,40,<=50K
64,Private,9,Other-service,15,<=50K
47,State-gov,9,Adm-clerical,40,>50K
36,Private,10,Adm-clerical,35,<=50K
48,Private,9,Craft-repair,44,>50K
22,Private,9,Sales,35,<=50K
56,Private,5,Adm-clerical,40,<=50K
22,Private,10,Adm-clerical,50,<=50K
37,Private,13,Prof-specialty,99,>50K
57,Local-gov,13,Prof-specialty,35,<=50K
38,Private,12,Sales,50,>50K
34,Private,9,Machine-op-inspct,40,<=50K
38,Federal-gov,10,Exec-managerial,40,<=50K
32,Private,13,Prof-specialty,45,>50K
29,Private,8,Other-service,40,<=50K
56,Private,9,Machine-op-inspct,40,<=50K
42,Private,11,Exec-managerial,35,>50K
71,Local-gov,9,Exec-managerial,33,<=50K
20,Private,7,Transport-moving,40,<=50K
25,Private,9,Machine-op-inspct,36,<=50K
42,Private,9,Craft-repair,40,>50K
61,Private,10,Prof-specialty,50,>50K
24,State-gov,13,Exec-managerial,40,<=50K
51,Private,5,Other-service,40,<=50K
27,Private,9,Adm-clerical,40,<=50K
41,Private,10,Exec-managerial,40,>50K
31,Private,9,Machine-op-inspct,40,<=50K
39,Private,9,Priv-house-serv,16,<=50K
52,Private,9,Exec-managerial,40,<=50K
49,Private,13,Prof-specialty,40,>50K
43,Private,10,Craft-repair,40,<=50K
45,Private,13,Exec-managerial,60,>50K
49,Private,9,Machine-op-inspct,40,<=50K
19,Private,9,Other-service,40,<=50K
58,Private,15,Prof-specialty,45,>50K
36,Private,13,Prof-specialty,40,>50K
67,Private,9,Adm-clerical,16,>50K
61,Private,16,Prof-specialty,40,>50K
55,Local-gov,4,Other-service,40,<=50K
35,Federal-gov,9,Adm-clerical,40,<=50K
35,Private,6,Other-service,38,<=50K
20,State-gov,10,Adm-clerical,10,<=50K
51,Private,9,Adm-clerical,40,<=50K
23,Private,13,Prof-specialty,40,<=50K
39,Private,9,Farming-fishing,24,<=50K
36,Private,10,Other-service,40,<=50K
47,Private,9,Sales,45,>50K
27,Private,13,Sales,80,>50K
29,Private,9,Craft-repair,40,<=50K
21,State-gov,10,Protective-serv,40,<=50K
18,Private,10,Adm-clerical,20,<=50K
24,Private,10,Exec-managerial,20,<=50K
39,Federal-gov,9,Craft-repair,40,>50K
51,State-gov,10,Exec-managerial,40,<=50K
47,Private,13,Tech-support,40,>50K
62,Private,10,Adm-clerical,30,<=50K
49,Private,13,Exec-managerial,40,>50K
20,Private,7,Other-service,40,<=50K
24,Private,10,Sales,40,<=50K
25,Private,9,Exec-managerial,40,<=50K
25,Private,9,Craft-repair,40,<=50K
43,Private,10,Sales,55,>50K
26,Private,13,Exec-managerial,38,<=50K
24,Private,9,Handlers-cleaners,40,<=50K
18,Private,7,Other-service,20,<=50K
26,Private,13,Sales,40,<=50K
47,Private,10,Other-service,40,<=50K
29,Private,9,Other-service,99,<=50K
68,Private,10,Prof-specialty,15,<=50K
21,Private,10,Exec-managerial,48,<=50K
46,Private,9,Exec-managerial,40,>50K
35,Private,9,Transport-moving,48,<=50K
59,Private,13,Craft-repair,50,>50K
23,Private,10,Exec-managerial,40,<=50K
53,Private,9,Sales,30,<=50K
53,Private,8,Handlers-cleaners,56,<=50K
52,Private,9,Machine-op-inspct,48,<=50K
38,Private,13,Prof-specialty,50,<=50K
43,Private,14,Exec-managerial,50,>50K
35,Private,13,Other-service,32,<=50K
41,Private,15,Exec-managerial,50,>50K
22,Private,10,Sales,40,<=50K
39,Private,9,Other-service,60,>50K
45,Private,14,Sales,40,>50K
31,Private,5,Farming-fishing,42,<=50K
40,Private,13,Prof-specialty,40,>50K
53,Private,9,Craft-repair,40,<=50K
33,Local-gov,13,Tech-support,52,>50K
24,Private,13,Adm-clerical,20,<=50K
34,Private,10,Other-service,40,<=50K
29,Federal-gov,10,Protective-serv,60,<=50K
61,State-gov,7,Other-service,32,>50K
31,Private,9,Farming-fishing,40,<=50K
29,Private,9,Tech-support,40,<=50K
42,Private,9,Craft-repair,40,<=50K
50,Federal-gov,10,Exec-managerial,40,<=50K
34,Private,9,Adm-clerical,40,<=50K
39,Private,4,Transport-moving,40,<=50K
74,Private,2,Transport-moving,20,<=50K
40,Private,10,Sales,40,<=50K
40,Local-gov,13,Prof-specialty,40,>50K
36,Private,7,Craft-repair,40,<=50K
28,Private,13,Exec-managerial,40,>50K
19,Private,10,Adm-clerical,18,<=50K
36,Private,12,Other-service,32,<=50K
50,Federal-gov,10,Adm-clerical,40,<=50K
47,Private,12,Prof-specialty,40,>50K
48,Private,9,Tech-support,33,<=50K
30,Private,14,Prof-specialty,30,<=50K
32,Private,13,Exec-managerial,50,>50K
45,Local-gov,14,Prof-specialty,35,>50K
51,Private,10,Tech-support,40,>50K
53,Private,5,Machine-op-inspct,75,<=50K
34,Private,14,Tech-support,40,<=50K
32,Private,12,Machine-op-inspct,50,<=50K
31,Private,9,Exec-managerial,40,<=50K
32,Private,12,Exec-managerial,60,>50K
32,Private,13,Prof-specialty,40,<=50K
40,Private,13,Sales,80,<=50K
50,Private,13,Exec-managerial,55,>50K
30,Private,9,Machine-op-inspct,40,<=50K
21,Private,9,Adm-clerical,40,<=50K
28,Private,13,Prof-specialty,40,>50K
63,Private,9,Sales,48,<=50K
32,Private,12,Prof-specialty,36,<=50K
25,Private,9,Sales,45,<=50K
59,Private,10,Tech-support,40,>50K
22,Local-gov,11,Adm-clerical,10,<=50K
49,Private,10,Craft-repair,40,<=50K
36,Private,13,Exec-managerial,40,<=50K
46,Private,10,Priv-house-serv,30,<=50K
37,Local-gov,15,Prof-specialty,60,>50K
48,Private,13,Sales,40,>50K
43,Private,10,Other-service,44,<=50K
41,Private,9,Exec-managerial,40,>50K
54,Private,9,Sales,40,<=50K
36,Private,10,Exec-managerial,4,<=50K
29,Private,13,Other-service,40,<=50K
66,Local-gov,9,Craft-repair,40,<=50K
59,Private,15,Prof-specialty,50,<=50K
62,Private,13,Exec-managerial,40,>50K
29,Private,6,Craft-repair,40,<=50K
28,Private,13,Sales,45,>50K
27,Private,13,Machine-op-inspct,60,>50K
42,State-gov,9,Exec-managerial,40,>50K
60,Private,11,Craft-repair,46,>50K
58,Private,14,Prof-specialty,50,>50K
27,Private,10,Craft-repair,40,<=50K
45,Private,9,Craft-repair,40,<=50K
50,Private,10,Craft-repair,40,>50K
43,Private,10,Craft-repair,40,<=50K
39,Private,15,Exec-managerial,50,<=50K
21,Private,10,Adm-clerical,20,<=50K
24,Private,9,Handlers-cleaners,70,<=50K
36,Private,9,Machine-op-inspct,40,>50K
35,Private,14,Exec-managerial,65,>50K
33,Private,10,Handlers-cleaners,40,<=50K
30,Private,9,Craft-repair,45,<=50K
40,Private,11,Craft-repair,50,>50K
37,Federal-gov,11,Adm-clerical,40,<=50K
45,Private,13,Craft-repair,72,>50K
56,Private,9,Prof-specialty,40,<=50K
36,Private,9,Adm-clerical,40,<=50K
50,Private,13,Exec-managerial,50,>50K
38,Private,11,Sales,40,<=50K
29,Private,13,Sales,41,<=50K
28,Private,9,Other-service,28,<=50K
39,Federal-gov,10,Adm-clerical,50,<=50K
26,Local-gov,13,Protective-serv,40,<=50K
52,Private,13,Farming-fishing,40,<=50K
84,Private,9,Other-service,13,<=50K
33,Federal-gov,10,Other-service,10,<=50K
46,Federal-gov,15,Prof-specialty,50,>50K
30,Private,9,Sales,35,<=50K
38,Private,13,Prof-specialty,40,>50K
66,Private,9,Priv-house-serv,8,<=50K
62,Federal-gov,14,Adm-clerical,40,>50K
31,Private,13,Exec-managerial,40,>50K
31,Private,13,Craft-repair,40,>50K
39,Private,9,Machine-op-inspct,40,<=50K
27,Private,13,Tech-support,40,<=50K
38,Private,10,Adm-clerical,40,<=50K
25,Private,9,Handlers-cleaners,40,<=50K
48,Private,9,Exec-managerial,40,<=50K
45,Local-gov,14,Prof-specialty,50,>50K
22,Private,10,Sales,40,<=50K
50,Private,9,Craft-repair,40,<=50K
21,Private,9,Farming-fishing,40,<=50K
44,Local-gov,10,Adm-clerical,40,<=50K
51,Private,9,Machine-op-inspct,48,<=50K
30,Private,9,Craft-repair,40,<=50K
43,Private,11,Exec-managerial,45,>50K
57,Private,9,Other-service,48,<=50K
48,Private,14,Prof-specialty,40,>50K
33,Private,10,Other-service,24,<=50K
28,Private,9,Machine-op-inspct,50,<=50K
32,Private,14,Prof-specialty,40,<=50K
56,Private,9,Craft-repair,42,<=50K
36,Private,9,Other-service,50,<=50K
34,Private,10,Exec-managerial,55,<=50K
18,Private,9,Sales,40,<=50K
39,Private,6,Machine-op-inspct,40,<=50K
25,Private,13,Exec-managerial,40,<=50K
27,Private,9,Craft-repair,50,<=50K
25,Private,13,Adm-clerical,40,>50K
38,Private,12,Other-service,40,<=50K
38,Private,9,Craft-repair,40,<=50K
46,Private,10,Sales,40,<=50K
37,Private,9,Machine-op-inspct,20,<=50K
62,Private,9,Exec-managerial,40,>50K
45,Private,9,Prof-specialty,14,<=50K
50,Private,9,Craft-repair,40,<=50K
36,Private,9,Machine-op-inspct,40,<=50K
45,Private,9,Sales,20,<=50K
23,Private,9,Transport-moving,38,<=50K
37,Private,12,Exec-managerial,50,>50K
38,State-gov,16,Prof-specialty,55,>50K
27,Private,10,Handlers-cleaners,40,<=50K
29,Private,13,Sales,50,<=50K
45,Local-gov,14,Prof-specialty,40,<=50K
27,Private,13,Prof-specialty,40,<=50K
51,Federal-gov,10,Handlers-cleaners,40,<=50K
44,Federal-gov,9,Craft-repair,40,<=50K
33,Federal-gov,14,Transport-moving,40,<=50K
32,Private,13,Exec-managerial,45,>50K
43,Private,14,Prof-specialty,55,<=50K
45,Local-gov,9,Other-service,40,<=50K
52,Federal-gov,12,Other-service,40,>50K
24,Private,9,Other-service,35,<=50K
47,Private,11,Prof-specialty,40,>50K
31,Private,13,Sales,40,>50K
30,Private,11,Craft-repair,40,<=50K
56,Private,9,Adm-clerical,40,<=50K
49,Federal-gov,13,Prof-specialty,40,>50K
38,Private,9,Transport-moving,40,<=50K
19,Private,10,Adm-clerical,18,<=50K
39,Private,11,Craft-repair,40,<=50K
38,Private,9,Exec-managerial,40,<=50K
47,Private,9,Transport-moving,55,>50K
58,Private,7,Craft-repair,40,<=50K
27,Private,9,Transport-moving,40,<=50K
59,Local-gov,14,Prof-specialty,40,>50K
24,Private,13,Sales,47,<=50K
42,Private,11,Machine-op-inspct,40,<=50K
53,State-gov,14,Exec-managerial,60,>50K
35,Private,9,Handlers-cleaners,50,<=50K
36,Local-gov,9,Adm-clerical,40,>50K
26,Private,9,Craft-repair,40,<=50K
33,Private,5,Adm-clerical,48,<=50K
29,Private,10,Prof-specialty,40,<=50K
43,Private,7,Handlers-cleaners,40,<=50K
35,Private,13,Sales,50,>50K
48,Private,13,Prof-specialty,36,>50K
45,Local-gov,14,Prof-specialty,40,<=50K
43,Private,9,Exec-managerial,40,<=50K
27,Private,5,Other-service,30,<=50K
21,Private,4,Craft-repair,40,<=50K
39,Private,10,Adm-clerical,40,>50K
48,Private,9,Craft-repair,70,>50K
53,State-gov,9,Exec-managerial,40,<=50K
33,Local-gov,12,Craft-repair,50,<=50K
37,Private,6,Craft-repair,35,<=50K
43,Federal-gov,16,Prof-specialty,24,>50K
20,Private,10,Adm-clerical,40,<=50K
47,Private,15,Prof-specialty,50,>50K
41,Private,9,Transport-moving,45,>50K
67,Private,4,Craft-repair,40,<=50K
38,Private,13,Craft-repair,40,<=50K
39,Private,11,Tech-support,40,<=50K
36,Private,9,Other-service,35,<=50K
24,Private,10,Adm-clerical,40,<=50K
21,Private,9,Other-service,30,<=50K
21,Private,5,Other-service,50,<=50K
40,Private,9,Craft-repair,40,<=50K
19,Private,10,Adm-clerical,25,<=50K
38,Private,9,Machine-op-inspct,40,<=50K
34,Private,11,Craft-repair,50,<=50K
44,Local-gov,10,Exec-managerial,50,<=50K
20,Private,12,Sales,25,<=50K
44,Private,9,Exec-managerial,55,>50K
49,Local-gov,9,Adm-clerical,10,<=50K
24,Private,9,Craft-repair,40,<=50K
34,Private,9,Adm-clerical,40,<=50K
39,Private,9,Craft-repair,45,<=50K
22,Private,9,Other-service,40,<=50K
38,Private,13,Prof-specialty,32,>50K
32,Federal-gov,15,Prof-specialty,50,>50K
45,State-gov,9,Transport-moving,48,<=50K
23,Private,9,Machine-op-inspct,45,<=50K
35,Private,12,Craft-repair,45,<=50K
52,Private,10,Craft-repair,45,>50K
55,Private,10,Craft-repair,40,<=50K
23,Private,9,Farming-fishing,40,<=50K
22,Private,13,Adm-clerical,25,<=50K
27,Private,9,Adm-clerical,40,<=50K
24,Private,12,Adm-clerical,15,<=50K
21,Private,10,Craft-repair,40,<=50K
49,Private,13,Sales,35,<=50K
32,Private,8,Machine-op-inspct,40,<=50K
64,Private,10,Other-service,24,<=50K
61,Private,4,Machine-op-inspct,40,<=50K
44,Private,9,Craft-repair,40,>50K
53,Private,9,Craft-repair,52,>50K
43,Private,14,Prof-specialty,50,>50K
60,State-gov,16,Prof-specialty,40,>50K
23,Private,10,Sales,40,<=50K
25,Private,14,Machine-op-inspct,40,<=50K
29,Private,9,Adm-clerical,40,<=50K
